AverageDailyVolume,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,Change_PercentChange,ChangeinPercent,DaysHigh,DaysLow,DaysRange,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,LastTradeTime,MarketCapitalization,OneyrTargetPrice,Open,PEGRatio,PERatio,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume,symbol
7007500,24.630,+0.685,3.056,8.086,-0.045,17.755,+0.685 - +1.256%,+1.256%,55.280,54.520,54.520 - 55.280,1/17/2017,1.120,2.090,0.00,3.490,0.870,3.840,3.240,52.179,3:07pm,93.73B,54.120,54.700,2.770,17.048,-0.081%,+1.256%,+5.856%,+17.151%,+47.372%,54.550,2.215,15.827,14.384,4.680,2.780,NYQ,47.149,5106323,USB
3017230,34.1030,+1.0317,1.3907,5.3827,-0.8883,25.3017,+1.0317 - +0.9302%,+0.9302%,112.0300,111.0600,111.0600 - 112.0300,3/10/2017,2.6400,2.3800,10.04B,6.5500,1.7600,7.0100,6.1180,110.5510,2:26pm,90.21B,117.9300,111.1300,2.3200,18.2971,-0.7873%,+0.9302%,+1.2580%,+5.0514%,+29.2033%,110.9100,3.2522,17.0903,15.9689,1.5614,2.0200,NYQ,106.5590,1249558,UTX
10198100,11.20,+0.86,5.05,6.30,0.00,18.42,+0.86 - +0.99%,+0.99%,87.54,86.70,86.70 - 87.54,3/7/2017,0.66,0.77,11.01B,3.32,0.82,3.88,2.58,82.49,4:03pm,203.45B,97.90,87.02,1.62,33.93,+0.00%,+0.99%,+6.12%,+7.75%,+26.65%,86.68,7.74,26.37,22.56,12.61,4.88,NYQ,81.24,7988314,V
864368,18.45,+0.52,-4.99,-10.82,-12.85,15.04,+0.52 - +0.65%,+0.65%,81.25,80.32,80.32 - 81.25,,0.00,0.00,633.20M,3.91,0.97,4.28,3.51,86.11,4:02pm,7.58B,83.01,80.32,2.33,23.10,-13.67%,+0.65%,-5.80%,-11.77%,+22.76%,80.60,4.37,20.75,18.95,2.34,5.32,NYQ,91.94,631698,VAR
3592110,11.7790,-0.3957,-1.2325,-5.5510,-16.6257,2.4243,-0.3957 - -0.7779%,-0.7779%,50.6700,50.0700,50.0700 - 50.6700,12/19/2016,1.6800,3.3400,2.01B,3.1200,0.6300,3.3200,2.6340,51.7068,3:14pm,20.88B,55.1800,50.5800,2.2200,19.1626,-24.7775%,-0.7779%,-2.3836%,-9.9080%,+5.0454%,50.8700,4.3187,16.1777,15.2031,1.7015,5.8100,NYQ,56.0253,4008713,VFC
4219250,11.23,+0.41,4.73,6.02,-2.03,10.72,+0.41 - +0.93%,+0.93%,44.71,44.06,44.06 - 44.71,4/3/2017,0.80,1.83,2.86B,3.84,1.14,4.13,3.48,39.93,4:00pm,17.73B,46.48,44.06,2.69,12.81,-4.35%,+0.93%,+11.85%,+15.59%,+31.59%,44.25,3.94,11.63,10.81,1.39,2.29,NMS,38.64,4021106,VIAB
4826890,44.89,+0.15,0.69,7.24,-3.63,20.89,+0.15 - +0.22%,+0.22%,67.96,67.19,67.19 - 67.96,3/7/2017,2.80,4.15,5.55B,5.26,1.74,6.25,4.94,67.08,3:00pm,30.68B,73.22,67.75,0.60,13.72,-5.08%,+0.22%,+1.03%,+11.97%,+44.56%,67.62,1.51,12.88,10.84,0.40,2.95,NYQ,60.53,1603447,VLO
1291980,34.49,+0.57,-3.27,3.03,-14.87,31.05,+0.57 - +0.46%,+0.46%,123.97,122.35,122.35 - 123.97,12/9/2016,0.80,0.65,947.95M,4.05,1.21,5.40,3.09,126.58,3:48pm,16.35B,138.08,122.78,1.41,39.92,-10.76%,+0.46%,-2.59%,+2.52%,+33.65%,122.74,3.56,30.75,22.84,4.53,2.58,NYQ,120.28,1115008,VMC
919184,27.92,+0.21,3.61,8.30,-0.11,28.40,+0.21 - +0.19%,+0.19%,109.28,108.17,108.17 - 109.28,2/15/2017,2.84,2.67,1.21B,1.46,0.50,2.10,2.12,105.63,3:43pm,20.65B,110.82,108.92,3.56,51.50,-0.10%,+0.19%,+3.42%,+8.22%,+35.13%,109.03,3.90,56.60,52.02,8.32,4.97,NYQ,100.94,659600,VNO
685331,8.77,-1.32,1.32,1.66,-2.23,16.80,-1.32 - -1.55%,-1.55%,84.49,83.39,83.39 - 84.49,,,,1.03B,3.09,0.81,3.35,3.47,82.45,4:00pm,14.03B,87.38,84.14,2.81,24.14,-2.59%,-1.55%,+1.61%,+2.03%,+25.09%,85.09,9.71,27.11,25.01,6.27,6.75,NMS,82.11,762583,VRSK
777510,-11.65,+0.29,2.49,3.70,-9.02,9.17,+0.29 - +0.35%,+0.35%,83.55,81.93,81.93 - 83.55,,0.00,0.00,744.74M,3.86,0.97,4.21,3.42,80.48,3:52pm,8.55B,82.50,82.47,2.69,24.26,-9.81%,+0.35%,+3.09%,+4.66%,+12.43%,82.68,,21.49,19.71,7.46,22.80,NMS,79.27,1270213,VRSN
1831510,5.39,+0.46,6.56,2.74,-14.36,17.91,+0.46 - +0.52%,+0.52%,89.46,88.34,88.34 - 89.46,,,,72.46M,1.67,0.36,2.92,-0.46,82.81,4:00pm,22.19B,98.95,88.69,0.78,,-13.84%,+0.52%,+7.93%,+3.16%,+25.06%,88.91,16.50,53.51,30.61,12.97,3.27,NMS,86.63,1329771,VRTX
1994030,29.56,+0.13,-0.08,-4.12,-15.03,12.04,+0.13 - +0.21%,+0.21%,61.87,60.80,60.80 - 61.87,3/31/2017,3.10,5.02,1.86B,1.80,0.44,1.89,1.86,61.85,3:16pm,21.86B,63.08,61.41,5.05,33.26,-19.57%,+0.21%,-0.13%,-6.25%,+24.21%,61.64,2.09,34.90,32.68,6.34,4.68,NYQ,65.89,811232,VTR
15418300,5.53,-0.33,-3.18,-3.10,-9.01,1.93,-0.33 - -0.68%,-0.68%,48.06,47.80,47.80 - 48.06,2/1/2017,2.31,4.72,42.99B,3.86,1.01,3.99,3.21,51.12,2:30pm,195.45B,52.23,48.00,6.45,14.93,-15.82%,-0.68%,-6.22%,-6.08%,+4.19%,48.27,8.74,12.42,12.02,1.56,1.57,NYQ,51.04,11690858,VZ
671686,28.64,+3.12,11.58,6.11,-8.94,34.66,+3.12 - +2.07%,+2.07%,153.59,149.22,149.22 - 153.59,,0.00,0.00,731.20M,7.01,1.65,7.62,6.41,142.01,3:00pm,12.34B,155.87,149.85,2.55,23.96,-5.50%,+2.07%,+8.15%,+4.15%,+29.14%,150.47,5.25,21.91,20.16,5.58,2.93,NYQ,147.48,643469,WAT
3932990,27.175,+0.459,1.687,2.008,-3.751,8.509,+0.459 - +0.548%,+0.548%,84.380,83.610,83.610 - 84.380,3/10/2017,1.500,1.800,7.89B,5.000,1.330,5.520,3.779,82.562,2:12pm,90.94B,94.550,83.740,1.330,22.294,-4.262%,+0.548%,+2.044%,+2.442%,+11.234%,83.790,3.083,16.850,15.262,0.774,2.080,NMS,82.241,1410312,WBA
4238650,37.26,-0.40,1.59,15.59,-5.66,41.02,-0.40 - -0.52%,-0.52%,77.00,75.81,75.81 - 77.00,4/17/2017,2.00,2.59,2.89B,8.05,2.08,9.22,-1.59,74.42,4:00pm,21.90B,92.31,76.50,4.75,,-6.93%,-0.52%,+2.14%,+25.80%,+117.23%,76.41,2.05,9.44,8.24,1.38,2.05,NMS,60.42,3304680,WDC
1579010,28.29,-0.33,-1.28,-1.84,-9.07,3.37,-0.33 - -0.58%,-0.58%,57.27,56.63,56.63 - 57.27,3/1/2017,2.08,3.59,2.44B,3.10,0.60,3.29,2.96,58.31,4:01pm,18.00B,59.50,56.91,2.78,19.27,-13.72%,-0.58%,-2.19%,-3.13%,+6.28%,57.36,2.03,18.40,17.33,2.42,9.25,NYQ,58.87,2088513,WEC
22264100,35.2060,+0.6936,3.0115,7.9900,-0.3314,15.1236,+0.6936 - +1.1963%,+1.1963%,59.0050,57.8900,57.8900 - 59.0050,3/1/2017,1.5200,2.6700,0.00,4.1900,1.0400,4.5900,3.9900,55.6621,2:40pm,294.31B,58.2500,58.1000,1.9200,14.7052,-0.5617%,+1.1963%,+5.4103%,+15.7645%,+34.7270%,57.9800,1.6469,14.0032,12.7829,3.4419,1.1700,NYQ,50.6836,16059697,WFC
4838740,10.34,+0.34,0.25,0.69,-4.86,3.05,+0.34 - +1.12%,+1.12%,30.75,30.36,30.36 - 30.75,1/24/2017,0.56,1.85,1.37B,1.35,0.35,1.36,1.38,30.47,3:06pm,9.78B,28.50,30.40,-321.43,22.18,-13.66%,+1.12%,+0.82%,+2.29%,+11.02%,30.38,2.94,22.76,22.59,0.61,7.11,NMS,30.03,2862366,WFM
844740,64.50,+2.29,-3.13,4.95,-16.94,40.89,+2.29 - +1.31%,+1.31%,177.69,174.69,174.69 - 177.69,12/15/2016,4.00,2.29,2.18B,15.61,3.62,17.58,11.50,180.29,3:28pm,13.11B,199.50,174.84,0.84,15.41,-8.73%,+1.31%,-1.73%,+2.87%,+30.01%,174.87,2.71,11.35,10.08,0.62,4.13,NYQ,172.21,453273,WHR
719092,72.64,+0.24,0.43,0.67,-7.99,18.13,+0.24 - +0.19%,+0.19%,125.48,124.29,124.29 - 125.48,4/17/2017,2.12,1.71,1.69B,8.45,1.75,9.77,2.26,124.98,3:01pm,17.18B,137.53,124.97,1.34,55.49,-5.99%,+0.19%,+0.35%,+0.53%,+16.90%,125.17,1.72,14.84,12.84,2.17,4.92,NMS,124.74,274361,WLTW
1711050,12.12,+0.55,1.41,4.62,-0.37,17.07,+0.55 - +0.78%,+0.78%,71.44,70.50,70.50 - 71.44,12/16/2016,1.70,2.41,3.65B,2.92,0.64,3.17,2.49,70.00,3:24pm,31.56B,73.60,70.64,2.28,28.66,-0.52%,+0.78%,+2.01%,+6.92%,+31.41%,70.86,5.84,24.46,22.53,2.34,2.54,NYQ,66.79,999485,WM
9549060,6.48,+0.10,-0.39,-0.32,-3.70,14.39,+0.10 - +0.35%,+0.35%,29.10,28.75,28.75 - 29.10,12/27/2016,0.80,2.81,3.33B,-0.05,0.29,0.94,-1.50,29.38,3:10pm,21.77B,31.59,28.84,-57.78,,-11.32%,+0.35%,-1.31%,-1.08%,+98.56%,28.89,4.46,,30.84,2.97,0.79,NYQ,29.31,3064962,WMB
8758180,25.23,+0.03,0.90,-1.57,-6.50,6.34,+0.03 - +0.04%,+0.04%,68.71,67.76,67.76 - 68.71,1/3/2017,2.00,2.94,33.01B,4.32,0.96,4.34,4.61,67.79,4:01pm,211.10B,74.25,67.80,5.61,14.90,-8.64%,+0.04%,+1.32%,-2.24%,+10.17%,68.66,2.72,15.90,15.83,0.44,3.60,NYQ,70.26,8560851,WMT
1551720,38.02,+0.34,1.08,4.81,-2.26,23.30,+0.34 - +0.64%,+0.64%,54.23,53.49,53.49 - 54.23,2/20/2017,1.60,3.05,2.16B,2.59,0.80,2.92,0.54,52.78,2:19pm,13.53B,57.27,53.49,4.17,100.11,-4.03%,+0.64%,+2.04%,+9.80%,+76.24%,53.52,1.41,20.80,18.45,0.95,1.74,NYQ,49.05,1021192,WRK
5109400,1.8740,-0.1215,-1.3730,-1.2371,-3.1415,2.4985,-0.1215 - -0.6174%,-0.6174%,19.7000,19.5350,19.5350 - 19.7000,3/31/2017,0.7000,3.5500,746.90M,1.7000,0.4200,1.7800,0.5100,20.9315,3:09pm,9.42B,19.3100,19.6500,1.6600,38.3500,-13.8392%,-0.6174%,-6.5595%,-5.9489%,+14.6454%,19.6800,10.5016,11.5050,10.9879,1.7474,8.7600,NYQ,20.7956,3200908,WU
4286620,12.2640,+0.3456,2.3947,2.4520,-0.3644,11.2856,+0.3456 - +1.0381%,+1.0381%,33.6599,32.9810,32.9810 - 33.6599,3/17/2017,1.2400,3.7400,1.57B,1.0100,0.2700,1.3200,1.3990,31.2409,3:16pm,25.18B,34.4600,33.3000,6.7300,24.0426,-1.0718%,+1.0381%,+7.6653%,+7.8631%,+50.4949%,33.2900,2.7144,33.9754,25.4815,3.9014,3.1700,NYQ,31.1836,2919485,WY
908871,7.36,+3.90,7.18,13.44,-0.45,23.10,+3.90 - +4.77%,+4.77%,86.15,80.15,80.15 - 86.15,12/12/2016,2.00,2.45,1.27B,5.70,1.22,6.25,5.21,78.52,4:02pm,9.24B,86.73,81.91,1.11,16.44,-0.52%,+4.77%,+9.14%,+18.60%,+36.90%,81.80,11.12,15.04,13.71,1.71,6.40,NYQ,72.26,4220892,WYN
2815780,-1.32,+2.08,5.55,4.19,-9.74,26.21,+2.08 - +2.13%,+2.13%,99.82,96.91,96.91 - 99.82,2/28/2017,2.00,2.02,873.91M,4.29,1.01,4.88,2.38,94.21,2:27pm,10.13B,106.06,97.44,2.88,41.92,-8.89%,+2.13%,+5.89%,+4.38%,+35.64%,97.68,,23.25,20.44,2.22,3.00,NMS,95.57,1255230,WYNN
920737,24.57,-0.26,-0.52,3.04,-10.97,60.98,-0.26 - -0.19%,-0.19%,136.15,133.33,133.33 - 136.15,3/1/2017,0.32,0.24,535.11M,0.68,0.87,4.05,-11.82,136.51,2:58pm,12.91B,157.41,135.87,131.64,,-7.46%,-0.19%,-0.38%,+2.29%,+81.30%,136.25,5.55,197.09,33.58,10.91,2.59,NYQ,132.95,1366985,XEC
2402180,21.63,-0.15,0.53,0.65,-3.85,3.57,-0.15 - -0.36%,-0.36%,41.60,41.16,41.16 - 41.60,1/20/2017,1.36,3.24,3.64B,2.20,0.40,2.45,2.21,41.04,3:14pm,21.12B,61.12,41.50,3.16,18.83,-8.48%,-0.36%,+1.30%,+1.58%,+9.39%,41.72,1.93,17.92,16.97,1.91,4.34,NYQ,40.92,1341023,XEL
1801400,40.98,+0.17,2.47,4.72,-0.07,10.10,+0.17 - +0.42%,+0.42%,40.50,40.06,40.06 - 40.50,1/2/2017,0.80,2.01,875.66M,3.49,0.95,4.07,1.56,37.96,3:59pm,10.86B,41.57,40.25,0.41,25.92,-0.17%,+0.42%,+6.52%,+13.22%,+33.30%,40.26,0.98,11.58,9.93,1.03,5.30,NYQ,35.71,1201466,XL
2871830,9.97,+0.17,0.26,4.42,-3.32,17.39,+0.17 - +0.29%,+0.29%,59.43,58.60,58.60 - 59.43,2/23/2017,1.32,2.22,767.13M,2.28,0.58,2.42,2.28,58.66,4:00pm,14.67B,59.79,58.77,2.93,25.84,-5.33%,+0.29%,+0.45%,+8.11%,+41.87%,58.75,5.90,25.84,24.35,6.33,3.77,NMS,54.50,2526603,XLNX
11189000,41.14,+0.11,-2.93,-3.75,-12.62,3.26,+0.11 - +0.13%,+0.13%,83.00,82.46,82.46 - 83.00,3/10/2017,3.00,3.64,26.89B,4.15,1.03,4.87,1.88,85.86,2:59pm,343.99B,88.57,82.64,1.03,44.11,-13.21%,+0.13%,-3.41%,-4.32%,+4.09%,82.82,2.01,19.98,17.03,1.68,2.42,NYQ,86.68,5793934,XOM
1564200,36.03,+0.65,2.86,1.13,-5.44,5.39,+0.65 - +1.09%,+1.09%,60.59,59.35,59.35 - 60.59,1/13/2017,0.31,0.53,727.00M,2.76,0.68,2.94,1.91,57.53,3:59pm,13.94B,67.17,59.55,2.17,31.55,-8.26%,+1.09%,+4.97%,+1.91%,+9.80%,59.74,1.66,21.88,20.54,4.03,4.32,NMS,59.26,1347346,XRAY
13668700,4.74,-0.03,0.19,-1.61,-3.94,0.99,-0.03 - -0.40%,-0.40%,7.48,7.40,7.40 - 7.48,1/31/2017,0.31,4.25,2.16B,0.85,0.22,0.86,0.58,7.26,3:10pm,7.56B,8.44,7.48,-78.09,12.84,-34.59%,-0.40%,+2.56%,-17.74%,+15.33%,7.48,1.58,8.76,8.66,0.70,0.81,NYQ,9.06,7208619,XRX
1508150,12.20,+0.10,-1.25,-2.34,-7.24,11.33,+0.10 - +0.21%,+0.21%,47.94,47.37,47.37 - 47.94,3/15/2017,0.72,1.50,587.00M,2.29,0.56,2.61,1.45,49.00,3:14pm,8.57B,54.31,47.52,1.46,32.93,-13.17%,+0.21%,-2.55%,-4.68%,+31.11%,47.65,3.91,20.85,18.30,2.27,2.66,NYQ,50.09,860198,XYL
8992740,32.39,+0.63,3.03,3.76,-1.07,16.59,+0.63 - +1.40%,+1.40%,46.72,44.64,44.64 - 46.72,,,,311.80M,0.68,0.15,0.71,-0.23,42.62,4:00pm,43.76B,46.76,45.03,16.07,,-2.29%,+1.40%,+7.11%,+8.99%,+57.09%,45.02,1.39,67.13,64.30,8.35,5.56,NMS,41.89,10988099,YHOO
2440550,-15.93,+0.14,3.55,4.86,-0.26,18.75,+0.14 - +0.20%,+0.20%,68.94,68.23,68.23 - 68.94,2/3/2017,1.73,2.54,1.94B,2.73,0.61,3.12,4.04,65.17,3:26pm,24.40B,69.37,68.34,1.92,17.00,-0.38%,+0.20%,+5.44%,+7.61%,+37.52%,68.58,,25.17,22.03,3.82,3.21,NYQ,63.86,1217480,YUM
1564540,47.82,+0.27,4.45,0.39,-15.76,24.57,+0.27 - +0.23%,+0.23%,117.75,116.71,116.71 - 117.75,1/27/2017,0.96,0.82,2.48B,8.56,2.17,9.38,1.50,113.00,3:14pm,23.54B,134.20,116.76,1.42,78.30,-11.83%,+0.23%,+3.94%,+0.33%,+26.45%,117.18,2.45,13.72,12.52,3.06,2.45,NYQ,117.06,795216,ZBH
2668020,34.10,+0.37,2.41,9.59,-0.07,25.37,+0.37 - +0.82%,+0.82%,45.52,45.05,45.05 - 45.52,2/23/2017,0.32,0.73,0.00,2.46,0.60,2.93,1.99,43.04,3:19pm,9.23B,46.04,45.33,2.04,22.84,-0.15%,+0.82%,+5.61%,+26.74%,+126.34%,45.08,1.32,18.48,15.51,4.00,6.38,NMS,35.86,2062275,ZION
3021320,3.21,+0.16,0.82,3.43,-1.32,15.83,+0.16 - +0.29%,+0.29%,55.23,54.20,54.20 - 55.23,3/1/2017,0.42,0.75,1.63B,1.94,0.54,2.33,1.39,54.36,3:20pm,27.25B,58.07,54.79,2.10,39.78,-2.34%,+0.29%,+1.52%,+6.62%,+40.23%,55.02,17.16,28.44,23.68,5.56,3.15,NYQ,51.75,4062789,ZTS
